order_details_id,order_id,order_date,order_time,item_id,payment_type
1156,9221,11/5/2024,20:40:02,8,Cash
1157,3943,10/23/2024,20:40:14,4,Cash
1158,2235,11/10/2024,8:07:44,1,Transfer
1159,8190,4/18/2024,18:28:32,6,Cash
1160,4812,4/9/2024,18:39:30,9,Transfer
1161,3444,4/20/2024,14:16:26,1,Card
1162,8785,4/22/2024,18:29:20,3,Card
1163,1307,7/13/2024,12:29:04,5,Card
1164,5780,1/18/2024,11:13:54,8,Cash
1165,8480,5/21/2024,8:22:07,5,Card
1166,4427,11/30/2024,17:00:56,9,Cash
1167,4875,7/12/2024,8:15:21,10,Cash
1168,7114,7/21/2024,8:34:04,3,Cash
1169,6814,10/29/2024,11:31:11,4,Transfer
1170,5725,1/13/2024,20:09:33,7,Transfer
1171,2686,5/6/2024,8:39:41,1,Transfer
1172,3878,8/9/2024,9:44:33,8,Transfer
1173,2112,5/31/2024,12:45:02,4,Cash
1174,4139,2/24/2024,11:25:27,7,Cash
1175,6116,4/10/2024,17:33:56,7,Cash
1176,7127,7/13/2024,9:14:28,6,Transfer
1177,8283,1/1/2024,13:09:49,7,Cash
1178,4418,10/15/2024,11:52:55,1,Transfer
1179,2663,3/28/2024,14:48:57,3,Card
1180,4919,4/10/2024,14:13:00,4,Cash
1181,7049,3/19/2024,12:37:48,2,Card
1182,6949,11/18/2024,18:14:32,3,Cash
1183,2987,8/4/2024,16:28:18,6,Card
1184,8484,12/10/2024,17:59:54,6,Card
1185,4305,10/5/2024,14:22:25,4,Cash
1186,9792,4/9/2024,14:07:08,2,Card
1187,9335,9/16/2024,17:32:19,9,Card
1188,8980,1/28/2024,8:53:56,8,Transfer
1189,2201,10/14/2024,11:09:16,8,Cash
1190,2634,5/29/2024,9:14:44,7,Transfer
1191,8419,4/14/2024,10:44:15,8,Card
1192,4944,2/29/2024,18:29:56,3,Card
1193,3433,5/3/2024,15:45:18,2,Card
1194,6978,3/9/2024,19:32:47,9,Transfer
1195,6686,11/2/2024,19:09:56,8,Cash
1196,2460,3/7/2024,14:33:41,10,Card
1197,5612,10/29/2024,17:38:25,2,Cash
1198,7721,7/2/2024,8:38:55,6,Card
1199,2381,4/28/2024,16:09:41,5,Transfer
1200,6921,11/30/2024,17:14:21,9,Cash
1201,5123,2/29/2024,10:00:47,4,Cash
1202,6172,2/16/2024,17:28:31,6,Card
1203,9201,4/5/2024,14:13:39,3,Card
1204,7203,5/15/2024,13:44:05,10,Card
1205,2771,10/28/2024,11:47:36,9,Transfer
1206,9022,2/15/2024,18:11:18,10,Cash
1207,4274,8/1/2024,10:42:30,9,Transfer
1208,9340,5/11/2024,12:42:06,8,Cash
1209,1069,11/4/2024,19:49:36,3,Cash
1210,9386,5/20/2024,19:19:21,1,Card
1211,3524,12/18/2024,9:53:55,8,Cash
1212,8626,8/19/2024,19:58:05,1,Transfer
1213,9619,5/2/2024,10:45:18,7,Card
1214,6028,7/8/2024,19:36:19,8,Cash
1215,7324,12/29/2024,12:50:41,1,Cash
1216,1424,12/12/2024,10:43:35,5,Cash
1217,3665,3/16/2024,16:07:09,8,Cash
1218,4987,2/27/2024,15:47:35,7,Transfer
1219,5016,12/18/2024,13:08:14,4,Transfer
1220,3777,5/7/2024,9:05:05,6,Transfer
1221,1402,7/1/2024,14:02:13,9,Transfer
1222,2533,8/4/2024,10:26:37,4,Card
1223,8548,6/9/2024,11:03:51,4,Card
1224,5137,8/24/2024,11:08:55,8,Cash
1225,5601,7/19/2024,13:50:26,5,Transfer
1226,4836,5/17/2024,9:42:09,10,Card
1227,1377,10/10/2024,9:11:58,1,Card
1228,7779,1/13/2024,10:56:54,5,Transfer
1229,5907,6/15/2024,12:55:56,10,Transfer
1230,4390,8/3/2024,15:38:52,8,Card
1231,3787,2/14/2024,13:19:35,1,Cash
1232,6298,1/14/2024,12:36:28,1,Card
1233,9306,4/18/2024,20:15:08,6,Transfer
1234,4010,7/5/2024,8:05:49,9,Transfer
1235,8674,2/2/2024,18:53:13,8,Cash
1236,6018,11/27/2024,8:23:04,2,Transfer
1237,4224,2/7/2024,18:34:29,3,Card
1238,4490,3/9/2024,19:14:22,5,Cash
1239,8356,6/27/2024,17:48:47,1,Transfer
1240,7595,5/18/2024,17:57:06,1,Transfer
1241,5976,2/9/2024,12:14:49,7,Transfer
1242,8238,7/2/2024,17:11:22,9,Transfer
1243,4398,3/31/2024,14:43:53,3,Cash
1244,9561,7/17/2024,8:21:34,5,Card
1245,3847,12/10/2024,12:09:37,2,Transfer
1246,3677,10/20/2024,15:30:44,2,Cash
1247,1249,7/18/2024,18:34:48,1,Card
1248,6112,5/5/2024,17:41:09,9,Card
1249,1793,7/30/2024,14:24:17,6,Transfer
1250,3343,11/23/2024,12:13:46,10,Card
1251,2541,9/23/2024,14:54:45,6,Card
1252,5785,7/29/2024,11:54:22,6,Cash
1253,4424,3/13/2024,8:04:14,2,Cash
1254,6359,1/25/2024,15:58:45,10,Transfer
1255,3308,9/6/2024,17:02:20,8,Card
1256,5810,8/15/2024,9:00:26,9,Cash
1257,4250,7/10/2024,18:43:56,10,Cash
1258,9431,10/13/2024,12:32:37,8,Transfer
1259,3323,2/12/2024,20:47:43,8,Card
1260,4941,1/1/2024,13:38:49,9,Card
1261,5920,9/12/2024,15:38:58,8,Transfer
1262,9442,6/17/2024,16:08:53,2,Transfer
1263,9749,8/24/2024,11:20:57,10,Card
1264,8812,3/31/2024,14:47:58,5,Cash
1265,6307,6/23/2024,11:34:44,6,Transfer
1266,6158,12/12/2024,12:01:11,7,Cash
1267,2700,7/22/2024,8:13:18,2,Transfer
1268,2887,5/17/2024,14:50:45,2,Cash
1269,6289,8/26/2024,19:40:58,7,Cash
1270,2300,4/2/2024,14:35:24,1,Card
1271,8841,7/4/2024,19:21:14,1,Cash
1272,4525,10/30/2024,16:34:18,2,Transfer
1273,2287,8/14/2024,15:06:52,7,Card
1274,7094,2/8/2024,16:02:52,5,Card
1275,3635,8/18/2024,8:21:44,8,Card
1276,9458,9/2/2024,10:04:33,1,Cash
1277,6329,2/28/2024,16:33:53,10,Card
1278,6832,7/23/2024,16:55:44,4,Transfer
1279,6995,3/25/2024,19:23:02,4,Transfer
1280,2425,1/29/2024,16:21:49,6,Cash
1281,7509,6/17/2024,11:25:38,1,Transfer
1282,7096,6/8/2024,16:38:47,5,Cash
1283,3742,2/29/2024,17:29:10,8,Card
1284,2646,6/4/2024,12:10:53,4,Transfer
1285,9434,11/13/2024,16:24:02,9,Card
1286,1892,3/26/2024,10:30:28,9,Transfer
1287,7266,9/1/2024,20:18:08,10,Transfer
1288,3329,10/14/2024,10:06:43,9,Card
1289,7083,1/4/2024,19:06:14,8,Transfer
1290,7905,9/24/2024,12:02:07,9,Cash
1291,4403,11/5/2024,14:20:18,3,Transfer
1292,2179,11/13/2024,14:01:57,7,Card
1293,2237,1/9/2024,20:51:38,3,Cash
1294,5166,1/26/2024,10:58:19,10,Cash
1295,7046,2/17/2024,18:12:26,9,Card
1296,8288,9/23/2024,12:00:08,2,Transfer
1297,2452,5/8/2024,12:29:09,1,Card
1298,9864,3/2/2024,15:13:00,2,Card
1299,9751,4/17/2024,9:15:00,2,Cash
1300,9436,8/8/2024,11:02:24,8,Card
1301,3416,3/17/2024,17:41:07,9,Cash
1302,8776,10/13/2024,10:50:32,5,Transfer
1303,7089,8/22/2024,8:33:28,1,Card
1304,7927,2/2/2024,13:16:47,9,Transfer
1305,4600,3/4/2024,12:40:45,4,Transfer
1306,1967,3/10/2024,10:35:29,2,Card
1307,5697,5/15/2024,19:50:00,5,Card
1308,4111,9/8/2024,10:19:34,7,Transfer
1309,4352,6/17/2024,10:09:07,3,Transfer
1310,3873,10/27/2024,8:22:39,3,Card
1311,3728,4/3/2024,20:01:16,3,Transfer
1312,4031,11/21/2024,9:17:24,9,Transfer
1313,5655,10/11/2024,19:31:49,3,Transfer
1314,6386,6/12/2024,14:22:20,9,Cash
1315,7869,1/17/2024,20:00:28,10,Cash
1316,2928,11/20/2024,18:52:51,3,Card
1317,3169,6/2/2024,13:17:29,10,Card
1318,4710,9/20/2024,15:31:56,2,Transfer
1319,8672,8/8/2024,9:27:11,2,Cash
1320,6930,9/19/2024,14:56:19,5,Transfer
1321,7639,4/19/2024,12:32:31,8,Card
1322,4902,1/5/2024,8:02:20,4,Card
1323,9360,12/27/2024,11:51:53,6,Cash
1324,2366,11/29/2024,14:01:53,5,Transfer
1325,5432,10/24/2024,13:46:22,10,Cash
1326,9200,11/25/2024,16:36:39,3,Cash
1327,7698,2/16/2024,16:25:04,7,Transfer
1328,4134,7/10/2024,9:22:51,5,Cash
1329,5759,8/18/2024,15:02:58,9,Card
1330,5801,5/9/2024,18:48:54,5,Transfer
1331,5032,12/5/2024,15:38:36,7,Card
1332,5781,6/2/2024,14:39:26,4,Transfer
1333,9674,1/29/2024,17:02:31,1,Card
1334,9572,4/25/2024,19:48:54,8,Transfer
1335,3770,10/5/2024,12:26:00,6,Cash
1336,1284,1/18/2024,9:04:16,3,Card
1337,9316,2/16/2024,17:07:50,7,Cash
1338,2958,7/16/2024,9:57:06,3,Transfer
1339,5800,3/2/2024,14:39:54,8,Cash
1340,9743,3/13/2024,16:21:12,4,Transfer
1341,8434,5/31/2024,9:39:22,3,Transfer
1342,6130,2/28/2024,16:24:07,2,Transfer
1343,1610,9/20/2024,15:29:58,4,Cash
1344,7752,12/3/2024,10:51:49,2,Card
1345,6362,12/28/2024,11:58:48,3,Cash
1346,5595,2/8/2024,9:57:49,7,Card
1347,4483,9/1/2024,11:32:21,8,Cash
1348,1306,5/26/2024,11:40:45,9,Card
1349,6095,11/4/2024,19:27:09,2,Transfer
1350,8891,3/19/2024,9:04:56,2,Card
1351,4523,2/9/2024,20:27:42,6,Transfer
1352,1413,5/3/2024,19:13:59,6,Transfer
1353,2389,2/9/2024,14:24:58,7,Transfer
1354,3944,5/14/2024,13:38:32,3,Transfer
1355,8976,9/18/2024,8:42:35,7,Cash
1356,4301,5/20/2024,8:05:18,10,Card
1357,1885,1/3/2024,11:16:24,3,Cash
1358,9039,8/22/2024,11:43:48,6,Card
1359,8112,12/12/2024,16:30:57,3,Card
1360,8051,1/2/2024,9:12:44,4,Card
1361,3882,2/6/2024,20:58:32,1,Card
1362,4344,10/7/2024,16:13:45,4,Transfer
1363,3195,5/23/2024,13:22:09,4,Card
1364,6011,9/27/2024,17:11:15,5,Cash
1365,4136,7/11/2024,15:13:50,2,Card
1366,6121,3/14/2024,18:30:00,1,Transfer
1367,2407,11/28/2024,11:28:50,4,Cash
1368,7968,11/20/2024,15:03:33,10,Card
1369,9114,12/24/2024,12:24:44,9,Card
1370,1727,4/13/2024,12:53:10,8,Transfer
1371,2698,5/25/2024,16:46:48,2,Card
1372,7307,11/29/2024,11:27:54,3,Card
1373,8034,2/20/2024,9:17:33,9,Cash
1374,3601,8/21/2024,12:39:49,6,Card
1375,1349,3/13/2024,20:21:28,1,Cash
1376,6799,2/6/2024,9:16:03,3,Transfer
1377,1171,12/12/2024,9:21:38,2,Transfer
1378,3605,1/27/2024,19:10:00,4,Cash
1379,9089,3/12/2024,15:28:19,8,Cash
1380,8173,2/2/2024,12:59:07,1,Cash
1381,5434,9/8/2024,17:28:52,5,Cash
1382,4309,12/15/2024,16:58:29,2,Cash
1383,3851,8/13/2024,19:39:28,7,Transfer
1384,8443,8/1/2024,9:11:17,2,Transfer
1385,6721,10/11/2024,15:47:37,10,Card
1386,9659,12/30/2024,18:03:44,2,Transfer
1387,1751,7/22/2024,16:51:01,10,Cash
1388,6190,2/19/2024,12:14:16,10,Card
1389,1113,8/4/2024,19:35:46,3,Card
1390,5008,4/3/2024,16:53:02,7,Transfer
1391,2295,9/9/2024,16:21:29,5,Card
1392,9889,5/20/2024,12:56:14,5,Cash
1393,7651,8/26/2024,10:49:00,8,Card
1394,9842,9/22/2024,20:14:58,6,Transfer
1395,8061,11/22/2024,13:23:21,2,Card
1396,2995,8/30/2024,12:32:58,10,Transfer
1397,2049,5/30/2024,16:27:06,5,Card
1398,9715,3/29/2024,16:22:02,3,Transfer
1399,5394,5/16/2024,20:42:31,9,Transfer
1400,1594,8/11/2024,19:22:44,8,Transfer
1401,4486,2/18/2024,9:43:07,6,Transfer
1402,3596,5/10/2024,11:10:20,10,Cash
1403,4089,9/5/2024,9:32:30,1,Card
1404,4593,6/23/2024,19:16:50,8,Card
1405,9546,11/8/2024,18:49:47,6,Card
1406,3718,8/2/2024,20:14:21,3,Card
1407,8335,7/27/2024,15:09:44,2,Card
1408,8262,10/18/2024,14:49:13,9,Cash
1409,7444,11/6/2024,8:02:44,9,Cash
1410,4063,3/15/2024,10:48:40,8,Cash
1411,1882,5/5/2024,12:46:21,8,Transfer
1412,2994,10/19/2024,19:30:56,4,Cash
1413,8006,11/18/2024,12:14:57,6,Transfer
1414,1268,4/3/2024,13:13:29,6,Card
1415,1408,3/26/2024,8:38:29,4,Cash
1416,8511,3/2/2024,19:36:14,8,Transfer
1417,3161,2/23/2024,8:47:28,7,Cash
1418,1422,4/18/2024,9:50:34,8,Cash
1419,1346,1/16/2024,15:45:34,6,Cash
1420,1956,5/7/2024,20:25:47,9,Card
1421,1124,11/2/2024,20:04:10,8,Transfer
1422,9683,9/21/2024,9:41:13,10,Card
1423,2079,2/1/2024,10:15:23,8,Transfer
1424,2149,4/14/2024,9:06:02,5,Transfer
1425,2943,4/1/2024,11:01:36,8,Card
1426,6833,3/22/2024,13:36:11,6,Card
1427,8097,7/6/2024,14:45:50,8,Cash
1428,5510,5/8/2024,17:33:31,4,Transfer
1429,5427,11/14/2024,8:27:42,2,Cash
1430,9753,4/23/2024,9:04:18,10,Card
1431,2786,11/24/2024,9:52:58,8,Card
1432,7741,11/5/2024,17:48:13,5,Cash
1433,6897,9/24/2024,12:13:09,5,Cash
1434,9047,2/17/2024,10:05:42,9,Cash
1435,4038,3/15/2024,16:44:28,3,Transfer
1436,2828,10/4/2024,19:43:40,7,Transfer
1437,4828,6/17/2024,14:58:30,3,Card
1438,9413,1/27/2024,12:23:15,2,Cash
1439,3604,12/9/2024,18:26:37,7,Card
1440,3019,12/23/2024,19:54:54,2,Card
1441,3785,11/8/2024,9:47:35,2,Cash
1442,4421,7/24/2024,12:48:05,9,Cash
1443,6767,6/14/2024,8:03:18,5,Card
1444,6015,11/20/2024,15:18:31,6,Cash
1445,8353,10/31/2024,10:10:30,9,Cash
1446,3204,11/17/2024,9:27:00,10,Cash
1447,9189,1/19/2024,17:57:41,6,Transfer
1448,3300,10/2/2024,13:44:23,10,Cash
1449,6569,4/5/2024,15:16:30,8,Transfer
1450,1234,7/14/2024,15:41:01,5,Card
1451,7214,4/9/2024,17:49:07,10,Card
1452,4598,8/31/2024,15:29:16,1,Card
1453,6171,5/16/2024,15:36:35,9,Cash
1454,1928,12/23/2024,15:46:11,1,Transfer
1455,8084,5/10/2024,8:51:20,8,Card
1456,6831,10/4/2024,13:35:01,10,Cash
1457,7204,3/6/2024,11:28:17,9,Cash
1458,7871,12/1/2024,17:07:31,5,Cash
1459,1912,3/4/2024,10:02:40,6,Transfer
1460,3117,4/11/2024,13:04:08,6,Card
1461,7271,6/22/2024,16:30:02,2,Card
1462,7370,9/17/2024,11:47:10,4,Transfer
1463,1631,11/15/2024,8:04:33,7,Transfer
1464,3031,2/4/2024,9:50:52,2,Card
1465,8564,5/21/2024,10:54:21,1,Card
1466,4225,12/9/2024,18:08:15,5,Card
1467,1266,6/1/2024,10:41:44,6,Transfer
1468,2211,3/6/2024,19:25:00,1,Cash
1469,9000,11/3/2024,9:41:20,9,Cash
1470,5835,1/30/2024,10:30:37,4,Transfer
1471,9493,12/25/2024,15:46:34,8,Card
1472,4617,8/27/2024,11:23:42,3,Card
1473,6521,1/20/2024,12:28:20,3,Transfer
1474,8791,11/29/2024,11:11:35,2,Cash
1475,8928,7/12/2024,10:33:04,7,Cash
1476,3858,8/22/2024,16:34:32,10,Transfer
1477,5035,3/8/2024,14:24:16,6,Card
1478,5709,10/29/2024,13:18:04,3,Card
1479,4951,6/6/2024,14:03:56,3,Card
1480,6875,12/6/2024,16:09:38,3,Transfer
1481,3492,12/9/2024,15:53:22,9,Cash
1482,9903,7/31/2024,20:14:34,10,Card
1483,1872,6/7/2024,15:19:11,5,Card
1484,9647,8/11/2024,11:49:28,9,Transfer
1485,7163,3/7/2024,19:49:08,3,Transfer
1486,5973,9/14/2024,10:14:22,10,Card
1487,3527,11/1/2024,19:56:44,3,Cash
1488,1862,8/14/2024,16:06:20,9,Card
1489,1414,7/23/2024,17:22:25,6,Card
1490,4177,4/2/2024,17:26:44,9,Cash
1491,7867,4/22/2024,12:17:26,2,Card
1492,6349,6/8/2024,18:41:53,5,Card
1493,1125,11/22/2024,10:37:28,3,Transfer
1494,9440,4/21/2024,15:24:07,9,Card
1495,8902,6/9/2024,8:29:40,9,Card
1496,4552,12/17/2024,15:27:59,10,Card
1497,4410,7/20/2024,15:41:14,6,Cash
1498,3025,8/19/2024,9:13:21,1,Cash
1499,7331,9/26/2024,17:41:52,7,Cash
1500,8949,1/4/2024,8:06:37,8,Cash
1501,2584,11/18/2024,16:50:38,4,Transfer
1502,6424,12/4/2024,10:57:39,6,Transfer
1503,3864,7/16/2024,9:59:59,4,Card
1504,5901,6/3/2024,18:54:18,7,Transfer
1505,8297,6/24/2024,12:07:52,2,Cash
1506,5106,1/13/2024,18:08:48,2,Card
1507,7232,9/18/2024,20:06:32,5,Card
1508,9217,12/9/2024,13:26:35,3,Transfer
1509,9289,1/22/2024,8:08:51,6,Transfer
1510,8442,11/28/2024,9:31:39,1,Cash
1511,5670,5/18/2024,14:26:27,4,Cash
1512,4803,9/12/2024,18:55:25,2,Transfer
1513,5279,7/28/2024,13:21:54,6,Cash
1514,7695,8/18/2024,14:35:24,1,Cash
1515,3994,6/7/2024,12:41:06,8,Transfer
1516,8747,10/7/2024,16:47:26,10,Transfer
1517,1742,1/28/2024,9:10:44,2,Card
1518,5750,2/15/2024,13:09:05,9,Card
1519,9575,6/22/2024,12:20:12,9,Transfer
1520,2768,11/9/2024,11:33:33,8,Card
1521,4451,2/15/2024,8:11:31,4,Cash
1522,6460,6/17/2024,15:59:30,4,Card
1523,5802,4/11/2024,13:26:04,7,Transfer
1524,4748,2/15/2024,14:50:15,5,Transfer
1525,8343,10/26/2024,13:05:10,10,Transfer
1526,6065,5/22/2024,15:11:26,1,Cash
1527,9891,5/2/2024,10:42:39,8,Card
1528,9271,8/31/2024,14:27:02,10,Transfer
1529,4126,4/8/2024,19:05:16,10,Card
1530,2623,3/8/2024,16:13:46,5,Card
1531,3820,2/20/2024,17:46:10,1,Card
1532,9027,4/29/2024,9:36:49,3,Transfer
1533,4285,1/5/2024,18:29:49,3,Card
1534,3418,9/10/2024,13:40:34,1,Cash
1535,5055,3/12/2024,9:25:00,2,Cash
1536,4705,3/7/2024,13:28:08,10,Cash
1537,5594,3/2/2024,19:39:39,6,Cash
1538,3972,9/17/2024,14:43:28,9,Card
1539,6859,2/4/2024,13:26:27,10,Cash
1540,3859,5/25/2024,12:31:38,9,Cash
1541,1689,1/5/2024,11:56:43,4,Cash
1542,5331,10/31/2024,12:03:02,3,Card
1543,8931,2/8/2024,16:17:58,4,Card
1544,6996,9/5/2024,8:33:07,6,Card
1545,8431,7/16/2024,18:53:00,8,Cash
1546,4346,3/22/2024,18:28:10,9,Card
1547,5639,2/22/2024,17:54:24,10,Cash
1548,7248,12/10/2024,19:42:08,3,Transfer
1549,3503,4/18/2024,18:16:25,2,Transfer
1550,3846,11/13/2024,11:49:27,2,Cash
1551,8625,11/12/2024,8:14:04,7,Cash
1552,6983,8/14/2024,13:28:50,3,Card
1553,3799,3/20/2024,13:24:46,5,Cash
1554,6596,10/4/2024,15:01:28,10,Card
1555,9280,8/30/2024,17:39:50,2,Card
1556,2906,3/27/2024,10:56:31,7,Transfer
1557,7637,12/26/2024,17:01:38,4,Card
1558,2175,7/8/2024,17:43:31,9,Cash
1559,1915,2/29/2024,10:16:46,8,Transfer
1560,2281,11/3/2024,11:58:50,8,Card
1561,1899,7/26/2024,10:33:57,5,Card
1562,4174,2/2/2024,18:35:43,1,Card
1563,3658,1/24/2024,16:26:05,8,Transfer
1564,9127,3/2/2024,8:36:33,3,Card
1565,9156,11/15/2024,17:01:51,5,Transfer
1566,5617,1/8/2024,11:19:56,8,Transfer
1567,6645,1/14/2024,16:00:21,9,Card
1568,4900,3/15/2024,16:36:27,5,Cash
1569,2430,8/13/2024,9:00:46,2,Transfer
1570,1936,9/6/2024,13:05:07,9,Cash
1571,2373,5/25/2024,15:41:33,5,Cash
1572,8991,8/9/2024,19:24:41,10,Transfer
1573,4008,3/31/2024,8:32:13,5,Card
1574,4817,1/26/2024,8:22:54,8,Card
1575,3608,5/11/2024,11:06:55,4,Cash
1576,6813,5/18/2024,8:01:29,10,Transfer
1577,3378,1/13/2024,9:36:50,8,Cash
1578,9711,9/2/2024,17:41:02,3,Card
1579,8992,4/24/2024,14:23:12,7,Cash
1580,7293,8/18/2024,9:48:47,6,Transfer
1581,7679,6/24/2024,13:15:58,8,Cash
1582,3839,2/28/2024,11:02:49,5,Cash
1583,3743,5/14/2024,19:07:15,2,Cash
1584,2988,1/7/2024,14:53:12,2,Transfer
1585,6064,7/28/2024,20:01:08,1,Transfer
1586,3430,12/20/2024,15:37:31,5,Card
1587,9111,11/11/2024,14:46:58,9,Transfer
1588,5236,12/19/2024,14:37:38,10,Transfer
1589,3488,10/3/2024,16:02:12,6,Transfer
1590,4214,4/21/2024,19:05:41,9,Transfer
1591,8815,12/25/2024,17:41:48,1,Transfer
1592,3738,5/25/2024,19:29:26,9,Card
1593,1423,7/12/2024,18:59:07,1,Card
1594,4601,6/5/2024,10:36:56,8,Cash
1595,2954,5/22/2024,9:16:17,9,Card
1596,3621,3/21/2024,14:39:43,3,Card
1597,3079,5/10/2024,14:20:34,2,Cash
1598,9175,3/11/2024,15:00:02,2,Transfer
1599,8319,2/12/2024,15:23:23,4,Card
1600,1217,11/1/2024,16:03:44,3,Transfer
1601,2652,3/7/2024,9:51:56,10,Transfer
1602,8257,1/30/2024,13:34:16,10,Cash
1603,1712,3/25/2024,13:54:28,1,Card
1604,2404,7/28/2024,13:21:46,6,Transfer
1605,4144,10/1/2024,14:51:34,10,Cash
1606,6396,8/28/2024,14:46:41,10,Card
1607,8781,4/29/2024,18:19:14,6,Cash
1608,9848,3/25/2024,9:29:50,3,Card
1609,2321,7/10/2024,16:48:38,1,Card
1610,5866,6/28/2024,17:47:28,7,Card
1611,3778,3/1/2024,18:21:15,2,Card
1612,3685,7/9/2024,19:30:52,9,Transfer
1613,9952,6/18/2024,10:15:23,6,Card
1614,7811,12/28/2024,18:13:29,8,Cash
1615,9321,1/19/2024,8:37:50,10,Card
1616,6231,1/17/2024,18:45:00,7,Transfer
1617,6880,4/23/2024,11:41:20,5,Card
1618,6291,4/21/2024,19:47:37,2,Transfer
1619,1889,9/12/2024,10:38:18,6,Transfer
1620,6207,1/17/2024,19:32:07,6,Cash
1621,5273,11/17/2024,16:19:18,9,Card
1622,9309,11/15/2024,19:56:49,1,Cash
1623,7480,4/17/2024,15:16:14,5,Card
1624,1022,11/9/2024,13:05:39,5,Cash
1625,2563,6/12/2024,10:21:53,8,Transfer
1626,6602,11/3/2024,12:23:00,6,Transfer
1627,9984,6/21/2024,13:36:49,1,Transfer
1628,5822,3/17/2024,18:23:43,5,Cash
1629,9586,3/8/2024,19:39:44,4,Transfer
1630,9443,6/16/2024,16:59:05,4,Card
1631,4793,10/14/2024,15:01:46,7,Cash
1632,2177,11/3/2024,15:47:47,5,Transfer
1633,2703,4/7/2024,18:21:42,7,Card
1634,3779,4/19/2024,12:34:12,10,Card
1635,8804,2/17/2024,12:27:32,2,Card
1636,9020,11/13/2024,14:08:08,10,Cash
1637,1105,6/3/2024,17:55:44,5,Card
1638,2500,2/4/2024,16:38:55,4,Card
1639,8482,1/5/2024,20:11:01,8,Transfer
1640,9813,9/19/2024,19:11:51,8,Transfer
1641,7591,10/30/2024,16:59:16,1,Card
1642,5197,5/23/2024,10:28:03,1,Card
1643,1404,2/21/2024,16:10:17,5,Transfer
1644,2938,3/11/2024,11:10:28,1,Card
1645,5692,1/24/2024,15:48:36,1,Transfer
1646,8848,1/17/2024,8:49:31,8,Card
1647,9363,10/31/2024,17:23:40,6,Card
1648,6868,1/19/2024,10:58:31,3,Transfer
1649,5911,8/12/2024,15:50:58,4,Transfer
1650,9400,9/23/2024,19:24:27,1,Card
1651,4056,12/14/2024,14:06:06,6,Cash
1652,1810,8/12/2024,20:26:38,4,Transfer
1653,3818,9/6/2024,14:03:21,3,Transfer
1654,2147,2/8/2024,16:43:35,6,Card
1655,7934,5/16/2024,19:33:05,3,Transfer
1656,5677,1/18/2024,13:32:46,1,Cash
1657,6304,6/29/2024,19:23:51,2,Transfer
1658,5960,2/24/2024,20:58:47,9,Card
1659,8425,5/20/2024,13:58:36,2,Cash
1660,2343,1/22/2024,17:19:19,7,Cash
1661,4876,2/2/2024,19:43:00,2,Cash
1662,2655,11/15/2024,15:06:20,8,Card
1663,8350,9/18/2024,19:56:12,1,Cash
1664,6141,8/5/2024,16:56:02,1,Cash
1665,1443,6/10/2024,8:15:01,5,Transfer
1666,4485,1/10/2024,19:22:45,8,Cash
1667,8415,6/20/2024,11:29:01,7,Cash
1668,4258,11/12/2024,16:26:43,8,Card
1669,2140,2/10/2024,17:12:17,10,Card
1670,6375,1/14/2024,8:27:41,6,Transfer
1671,9405,7/26/2024,10:59:50,5,Cash
1672,2858,7/16/2024,17:34:35,9,Transfer
1673,4233,6/1/2024,14:39:07,2,Transfer
1674,1154,3/14/2024,9:53:47,2,Transfer
1675,6867,10/24/2024,10:21:07,5,Cash
1676,3993,2/21/2024,14:39:54,7,Transfer
1677,3158,9/18/2024,17:03:06,9,Transfer
1678,7892,4/26/2024,14:01:18,7,Transfer
1679,4455,11/7/2024,11:55:08,5,Transfer
1680,7635,11/21/2024,19:25:20,4,Transfer
1681,5574,9/23/2024,9:39:24,2,Card
1682,6787,1/12/2024,10:43:35,9,Cash
1683,6586,7/6/2024,14:33:17,4,Transfer
1684,3100,5/9/2024,15:41:47,9,Transfer
1685,2116,1/1/2024,18:41:32,10,Transfer
1686,3319,7/29/2024,13:36:05,9,Card
1687,3937,11/1/2024,8:38:07,3,Transfer
1688,9606,7/17/2024,11:20:58,1,Card
1689,9898,12/13/2024,15:41:48,4,Transfer
1690,5628,1/1/2024,8:34:10,1,Transfer
1691,6013,3/24/2024,20:42:47,7,Card
1692,2741,7/27/2024,11:40:47,5,Transfer
1693,3868,3/4/2024,18:09:59,10,Card
1694,4702,5/8/2024,20:01:12,7,Card
1695,7502,5/7/2024,14:19:32,4,Transfer
1696,2219,8/25/2024,10:25:18,8,Cash
1697,7583,3/19/2024,17:35:50,3,Cash
1698,8534,12/9/2024,13:51:35,1,Transfer
1699,1028,6/30/2024,9:23:38,8,Cash
1700,2625,1/14/2024,20:44:04,9,Transfer
1701,1086,7/30/2024,17:20:35,4,Card
1702,6566,12/28/2024,17:05:22,3,Transfer
1703,8330,3/5/2024,12:28:12,7,Card
1704,7115,1/30/2024,13:00:17,4,Card
1705,2573,2/5/2024,16:36:40,4,Transfer
1706,2718,10/15/2024,17:33:13,5,Transfer
1707,9500,8/5/2024,20:58:16,2,Cash
1708,6959,6/29/2024,19:55:24,7,Cash
1709,6987,8/4/2024,8:24:45,9,Cash
1710,3376,5/8/2024,18:51:33,1,Card
1711,9444,3/17/2024,20:10:48,3,Transfer
1712,8661,10/21/2024,11:54:45,10,Card
1713,3797,9/12/2024,10:38:21,4,Card
1714,5012,6/19/2024,10:18:23,10,Transfer
